Sequence ID,Description,Query ID,Target ID,Coverage,Percent Identity,Length,Mismatch,Gap Open,Query Start,Query End,Target Start,Target End,Strandedness,E-Value,Bit Score,Classification
PFFEJNAA_00353_353,PFFEJNAA_00353_353 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00572_572,PFFEJNAA_00572_572 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00344_344,PFFEJNAA_00344_344 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00601_601,PFFEJNAA_00601_601 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00608_608,"PFFEJNAA_00608_608 2,3-bisphosphoglycerate-independent phosphoglycerate mutase",N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00294_294,PFFEJNAA_00294_294 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00362_362,PFFEJNAA_00362_362 Protein hit,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00405_405,PFFEJNAA_00405_405 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00552_552,PFFEJNAA_00552_552 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00043_43,PFFEJNAA_00043_43 50S ribosomal protein L7/L12,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00355_355,PFFEJNAA_00355_355 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00285_285,PFFEJNAA_00285_285 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00628_628,PFFEJNAA_00628_628 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00470_470,PFFEJNAA_00470_470 tRNA-Ala(tgc),N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00218_218,PFFEJNAA_00218_218 tRNA-Cys(gca),N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00505_505,PFFEJNAA_00505_505 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00526_526,PFFEJNAA_00526_526 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00340_340,PFFEJNAA_00340_340 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00312_312,PFFEJNAA_00312_312 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00220_220,PFFEJNAA_00220_220 Glutathione transport system permease protein GsiC,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00536_536,PFFEJNAA_00536_536 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00158_158,PFFEJNAA_00158_158 Metalloprotease TldD,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00445_445,PFFEJNAA_00445_445 Holliday junction ATP-dependent DNA helicase RuvB,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00513_513,PFFEJNAA_00513_513 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00204_204,PFFEJNAA_00204_204 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00494_494,PFFEJNAA_00494_494 tRNA pseudouridine synthase B,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00289_289,PFFEJNAA_00289_289 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00531_531,PFFEJNAA_00531_531 Aspartate--tRNA ligase,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00467_467,PFFEJNAA_00467_467 tRNA-Thr(tgt),N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00028_28,PFFEJNAA_00028_28 tRNA-Arg(acg),N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00370_370,PFFEJNAA_00370_370 putative endonuclease 4,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00111_111,PFFEJNAA_00111_111 Protein translocase subunit SecY,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00240_240,PFFEJNAA_00240_240 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00672_672,PFFEJNAA_00672_672 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
PFFEJNAA_00257_257,PFFEJNAA_00257_257 hypothetical protein,N/A,No Phytoplasma sequence matches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not a Phytoplasma sequence
